full_address,estimate_date,estimate_value,estimate_range,link
"7A Ironside Road, Johnsonville, Wellington",6/07/2015,$1.04M,$980K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/7a-ironside-road/9YbkA
"103 Cortina Avenue, Johnsonville, Wellington",13/04/2007,$1.04M,$970K - $1.12M,https://www.homes.co.nz/address/wellington/johnsonville/103-cortina-avenue/W4zWb
"109 Cortina Avenue, Johnsonville, Wellington",21/08/2009,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/109-cortina-avenue/K04DE
"10 Flinders Place, Johnsonville, Wellington",25/08/2017,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/10-flinders-place/84Q7K
"113 Cortina Avenue, Johnsonville, Wellington",1/02/2012,$1.08M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/113-cortina-avenue/qkKP7
"60 Erris Street, Johnsonville, Wellington",23/03/2008,$1.09M,$1.01M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/60-erris-street/9YNkJ
"6 Flinders Place, Johnsonville, Wellington",24/08/2016,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/6-flinders-place/OgWge
"71 Cortina Avenue, Johnsonville, Wellington",18/11/2019,$1.21M,$1.13M - $1.29M,https://www.homes.co.nz/address/wellington/johnsonville/71-cortina-avenue/W4BDn
"77B Cortina Avenue, Johnsonville, Wellington",10/06/2006,$875K,$825K - $925K,https://www.homes.co.nz/address/wellington/johnsonville/77b-cortina-avenue/qke2X
"78 Cortina Avenue, Johnsonville, Wellington",22/02/2012,$1.12M,$1.04M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/78-cortina-avenue/nLxjg
"80A Cortina Avenue, Johnsonville, Wellington",22/06/2021,$980K,$910K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/80a-cortina-avenue/7EG5N
"83 Cortina Avenue, Johnsonville, Wellington",1/01/1970,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/83-cortina-avenue/vyjyG
"89 Cortina Avenue, Johnsonville, Wellington",4/05/1998,$1.24M,$1.15M - $1.32M,https://www.homes.co.nz/address/wellington/johnsonville/89-cortina-avenue/LD1Rk
"93 Cortina Avenue, Johnsonville, Wellington",22/08/2002,$1.24M,$1.16M - $1.33M,https://www.homes.co.nz/address/wellington/johnsonville/93-cortina-avenue/ggOAD
"46A Erris Street, Johnsonville, Wellington",12/02/2018,$905K,$845K - $970K,https://www.homes.co.nz/address/wellington/johnsonville/46a-erris-street/84a4n
"102 Cortina Avenue, Johnsonville, Wellington",19/02/2014,$1.27M,$1.19M - $1.36M,https://www.homes.co.nz/address/wellington/johnsonville/102-cortina-avenue/X4yMj
"104 Cortina Avenue, Johnsonville, Wellington",5/05/2004,$1.05M,$980K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/104-cortina-avenue/0rNLR
"106 Cortina Avenue, Johnsonville, Wellington",8/06/2017,$1.02M,$945K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/106-cortina-avenue/W4Won
"111 Cortina Avenue, Johnsonville, Wellington",28/02/1997,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/111-cortina-avenue/5EVNX
"11 Nether Green Crescent, Johnsonville, Wellington",4/03/2013,$1.21M,$1.13M - $1.3M,https://www.homes.co.nz/address/wellington/johnsonville/11-nether-green-crescent/2EKNq
"121 Cortina Avenue, Johnsonville, Wellington",1/01/1970,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/121-cortina-avenue/E01OM
"123 Cortina Avenue, Johnsonville, Wellington",1/01/1970,$1.13M,$1.05M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/123-cortina-avenue/BlVPY
"124 Cortina Avenue, Johnsonville, Wellington",3/09/2012,$1.3M,$1.21M - $1.39M,https://www.homes.co.nz/address/wellington/johnsonville/124-cortina-avenue/x4G0G
"18 Nether Green Crescent, Johnsonville, Wellington",20/10/1998,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/18-nether-green-crescent/LDxjN
"40 Erris Street, Johnsonville, Wellington",26/06/1995,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/40-erris-street/NXQbl
"44 Erris Street, Johnsonville, Wellington",1/01/1970,$1.18M,$1.11M - $1.24M,https://www.homes.co.nz/address/wellington/johnsonville/44-erris-street/alL1Q
"50 Erris Street, Johnsonville, Wellington",28/03/2019,$1.28M,$1.19M - $1.37M,https://www.homes.co.nz/address/wellington/johnsonville/50-erris-street/lXVrw
"52 Erris Street, Johnsonville, Wellington",4/12/1997,$1.1M,$1.02M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/52-erris-street/o0Aab
"65 Cortina Avenue, Johnsonville, Wellington",12/04/2019,$1.08M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/65-cortina-avenue/bLplk
"8 Nether Green Crescent, Johnsonville, Wellington",22/11/1999,$1.21M,$1.13M - $1.3M,https://www.homes.co.nz/address/wellington/johnsonville/8-nether-green-crescent/OgOqj
"145A Ironside Road, Johnsonville, Wellington",22/09/2011,$1.18M,$1.1M - $1.27M,https://www.homes.co.nz/address/wellington/johnsonville/145a-ironside-road/rX1x1
"147A Ironside Road, Johnsonville, Wellington",3/05/2021,$1.1M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/147a-ironside-road/kkWXj
"108 Cortina Avenue, Johnsonville, Wellington",30/03/1996,$1.04M,$965K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/108-cortina-avenue/Y2XWG
"23 Nether Green Crescent, Johnsonville, Wellington",11/06/2014,$1.36M,$1.27M - $1.46M,https://www.homes.co.nz/address/wellington/johnsonville/23-nether-green-crescent/o0x5g
"125 Cortina Avenue, Johnsonville, Wellington",31/08/2004,$1.3M,$1.21M - $1.39M,https://www.homes.co.nz/address/wellington/johnsonville/125-cortina-avenue/84pGx
"132 Cortina Avenue, Johnsonville, Wellington",4/06/2004,$1.28M,$1.19M - $1.37M,https://www.homes.co.nz/address/wellington/johnsonville/132-cortina-avenue/84azG
"134 Cortina Avenue, Johnsonville, Wellington",25/02/2021,$1.48M,$1.39M - $1.55M,https://www.homes.co.nz/address/wellington/johnsonville/134-cortina-avenue/jDJKM
"146 Cortina Avenue, Johnsonville, Wellington",29/10/2005,$1.34M,$1.25M - $1.43M,https://www.homes.co.nz/address/wellington/johnsonville/146-cortina-avenue/zOPqz
"98B Cortina Avenue, Johnsonville, Wellington",30/03/2021,$1.03M,$970K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/98b-cortina-avenue/ybj2K
"211 Mclintock Street North, Johnsonville, Wellington",10/04/2013,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/211-mclintock-street-north/Vax57
"215 Mclintock Street North, Johnsonville, Wellington",15/09/2011,$1.11M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/215-mclintock-street-north/4ELyk
"201A Mclintock Street North, Johnsonville, Wellington",14/11/2012,$1.24M,$1.15M - $1.32M,https://www.homes.co.nz/address/wellington/johnsonville/201a-mclintock-street-north/E0B9r
"213 Mclintock Street North, Johnsonville, Wellington",1/01/1970,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/213-mclintock-street-north/8YZaM
"217A Mclintock Street North, Johnsonville, Wellington",15/05/2020,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/217a-mclintock-street-north/MkAw1
"207A Mclintock Street North, Johnsonville, Wellington",23/07/2013,$1.17M,$1.09M - $1.25M,https://www.homes.co.nz/address/wellington/johnsonville/207a-mclintock-street-north/DLpRv
"192 Mclintock Street North, Johnsonville, Wellington",28/08/2014,$1.64M,$1.53M - $1.76M,https://www.homes.co.nz/address/wellington/johnsonville/192-mclintock-street-north/MkNKn
"204 Mclintock Street North, Johnsonville, Wellington",24/11/2020,$1.8M,$1.68M - $1.93M,https://www.homes.co.nz/address/wellington/johnsonville/204-mclintock-street-north/DLMxD
"221 Mclintock Street North, Johnsonville, Wellington",7/09/2011,$1.44M,$1.34M - $1.54M,https://www.homes.co.nz/address/wellington/johnsonville/221-mclintock-street-north/7EV2Q
"184 Mclintock Street North, Johnsonville, Wellington",18/06/2014,$1.78M,$1.66M - $1.91M,https://www.homes.co.nz/address/wellington/johnsonville/184-mclintock-street-north/alJ7w
"191 Mclintock Street North, Johnsonville, Wellington",1/01/1970,$480K,$440K - $520K,https://www.homes.co.nz/address/wellington/johnsonville/191-mclintock-street-north/9Y5EA
"170 Mclintock Street North, Johnsonville, Wellington",3/02/2016,$1.67M,$1.55M - $1.78M,https://www.homes.co.nz/address/wellington/johnsonville/170-mclintock-street-north/2qBK8
"12 Cresswell Place, Johnsonville, Wellington",2/09/2016,$1.11M,$1.04M - $1.19M,https://www.homes.co.nz/address/wellington/johnsonville/12-cresswell-place/84o2G
"20 Cresswell Place, Johnsonville, Wellington",4/07/2017,$1.23M,$1.14M - $1.31M,https://www.homes.co.nz/address/wellington/johnsonville/20-cresswell-place/QRloV
"10B Ceres Crescent, Johnsonville, Wellington",17/05/2016,$750K,$710K - $790K,https://www.homes.co.nz/address/wellington/johnsonville/10b-ceres-crescent/LQN89
"1 Barrie Street, Johnsonville, Wellington",8/11/2013,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/1-barrie-street/qkPJ1
"33 Sheridan Terrace, Johnsonville, Wellington",1/01/1970,$910K,$845K - $970K,https://www.homes.co.nz/address/wellington/johnsonville/33-sheridan-terrace/Vanxo
"3 Barrie Street, Johnsonville, Wellington",19/01/2010,$1.18M,$1.1M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/3-barrie-street/5EAyE
"48 Chesterton Street, Johnsonville, Wellington",1/01/1970,$1M,$930K - $1.07M,https://www.homes.co.nz/address/wellington/johnsonville/48-chesterton-street/vygeO
"5B Anzia Way, Johnsonville, Wellington",15/04/2003,$630K,$595K - $665K,https://www.homes.co.nz/address/wellington/johnsonville/5b-anzia-way/wxwr2
"1 Cresswell Place, Johnsonville, Wellington",22/11/2010,$1.38M,$1.28M - $1.47M,https://www.homes.co.nz/address/wellington/johnsonville/1-cresswell-place/lXeGX
"19 Cresswell Place, Johnsonville, Wellington",1/12/2020,$1.45M,$1.35M - $1.55M,https://www.homes.co.nz/address/wellington/johnsonville/19-cresswell-place/0rxo9
"21 Cresswell Place, Johnsonville, Wellington",18/02/2015,$1.44M,$1.34M - $1.54M,https://www.homes.co.nz/address/wellington/johnsonville/21-cresswell-place/ggKpB
"60 Chesterton Street, Johnsonville, Wellington",21/06/2010,$1.07M,$990K - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/60-chesterton-street/gg7wB
"13 Cresswell Place, Johnsonville, Wellington",21/12/2012,$1.36M,$1.26M - $1.45M,https://www.homes.co.nz/address/wellington/johnsonville/13-cresswell-place/zO175
"72A Sheridan Terrace, Johnsonville, Wellington",3/08/2006,$1.1M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/72a-sheridan-terrace/K0rwq
"72A Sheridan Terrace, Johnsonville, Wellington",3/08/2006,$1.1M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/72a-sheridan-terrace/K0rwq
"76A Sheridan Terrace, Johnsonville, Wellington",4/07/2015,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/76a-sheridan-terrace/alpLw
"57A Sheridan Terrace, Johnsonville, Wellington",27/03/2007,$730K,$690K - $770K,https://www.homes.co.nz/address/wellington/johnsonville/57a-sheridan-terrace/DL9ED
"5/69 Sheridan Terrace, Johnsonville, Wellington",12/09/2018,$955K,$905K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/5-69-sheridan-terrace/rW87n
"71 Sheridan Terrace, Johnsonville, Wellington",21/12/2005,$1.17M,$1.09M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/71-sheridan-terrace/VazaD
"77 Sheridan Terrace, Johnsonville, Wellington",18/01/2010,$1.03M,$960K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/77-sheridan-terrace/ggLL2
"14B Ceres Crescent, Johnsonville, Wellington",26/05/2006,$595K,$560K - $625K,https://www.homes.co.nz/address/wellington/johnsonville/14b-ceres-crescent/ybLpV
"64E Sheridan Terrace, Johnsonville, Wellington",3/07/2008,$1.08M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/64e-sheridan-terrace/2EoJ8
"9 Cresswell Place, Johnsonville, Wellington",27/09/2012,$1.11M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/9-cresswell-place/E0BKQ
"11 Cresswell Place, Johnsonville, Wellington",26/02/2021,$1.17M,$1.1M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/11-cresswell-place/Blkbj
"31 Cresswell Place, Johnsonville, Wellington",1/02/2017,$1.34M,$1.25M - $1.44M,https://www.homes.co.nz/address/wellington/johnsonville/31-cresswell-place/gq8a2
"33 Cresswell Place, Johnsonville, Wellington",27/10/2016,$1.38M,$1.28M - $1.47M,https://www.homes.co.nz/address/wellington/johnsonville/33-cresswell-place/BzXNk
"37 Cresswell Place, Johnsonville, Wellington",7/12/2016,$1.36M,$1.27M - $1.45M,https://www.homes.co.nz/address/wellington/johnsonville/37-cresswell-place/DjovN
"60B Sheridan Terrace, Johnsonville, Wellington",20/04/2021,$965K,$930K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/60b-sheridan-terrace/lLxYE
"60D Sheridan Terrace, Johnsonville, Wellington",6/06/2021,$1.12M,$1.08M - $1.14M,https://www.homes.co.nz/address/wellington/johnsonville/60d-sheridan-terrace/rMzLk
"10 Peter Button Place, Johnsonville, Wellington",19/01/1999,$1.09M,$1M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/10-peter-button-place/ybKWQ
"40A Cunliffe Street, Johnsonville, Wellington",27/07/2016,$1.17M,$1.09M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/40a-cunliffe-street/2Epn4
"42 Cunliffe Street, Johnsonville, Wellington",29/03/2016,$1.12M,$1.05M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/42-cunliffe-street/qk1DD
"48 Cunliffe Street, Johnsonville, Wellington",17/11/2016,$1.27M,$1.18M - $1.36M,https://www.homes.co.nz/address/wellington/johnsonville/48-cunliffe-street/E08NM
"9 Peter Button Place, Johnsonville, Wellington",1/01/1970,$1.18M,$1.09M - $1.26M,https://www.homes.co.nz/address/wellington/johnsonville/9-peter-button-place/MwoVv
"11 Hallewell Crescent, Johnsonville, Wellington",6/10/2011,$1.22M,$1.14M - $1.31M,https://www.homes.co.nz/address/wellington/johnsonville/11-hallewell-crescent/X4WAb
"2 Cunliffe Street, Johnsonville, Wellington",15/10/2009,$925K,$860K - $985K,https://www.homes.co.nz/address/wellington/johnsonville/2-cunliffe-street/lXwBn
"94 Clifford Road, Johnsonville, Wellington",1/01/1970,$765K,$710K - $815K,https://www.homes.co.nz/address/wellington/johnsonville/94-clifford-road/VaNYb
"3/40 Clifford Road, Johnsonville, Wellington",5/12/2019,$1.2M,$1.11M - $1.28M,https://www.homes.co.nz/address/wellington/johnsonville/3-40-clifford-road/Oge1N
"42 Clifford Road, Johnsonville, Wellington",15/02/1996,$1.08M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/42-clifford-road/jDByM
"10 Dominion Park Street, Johnsonville, Wellington",13/09/2007,$610K,$570K - $655K,https://www.homes.co.nz/address/wellington/johnsonville/10-dominion-park-street/LwarX
"14 Tarawera Road, Johnsonville, Wellington",12/04/1999,$1.08M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/14-tarawera-road/LDzL0
"21 Fraser Avenue, Johnsonville, Wellington",1/01/1970,$875K,$815K - $935K,https://www.homes.co.nz/address/wellington/johnsonville/21-fraser-avenue/o08eV
"22 Dominion Park Street, Johnsonville, Wellington",21/11/2011,$1.11M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/22-dominion-park-street/RODz7
"23 Fraser Avenue, Johnsonville, Wellington",9/07/2016,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/23-fraser-avenue/gg9we
"26 Dominion Park Street, Johnsonville, Wellington",4/05/2016,$1.01M,$935K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/26-dominion-park-street/ekzjX
"27 Fraser Avenue, Johnsonville, Wellington",20/11/2013,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/27-fraser-avenue/5EqXL
"38 Dominion Park Street, Johnsonville, Wellington",25/11/2014,$1.04M,$965K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/38-dominion-park-street/84k7Z
"40 Dominion Park Street, Johnsonville, Wellington",16/04/2020,$1.25M,$1.16M - $1.34M,https://www.homes.co.nz/address/wellington/johnsonville/40-dominion-park-street/5E0RL
"52 Dominion Park Street, Johnsonville, Wellington",19/11/2007,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/52-dominion-park-street/AlyKa
"54 Dominion Park Street, Johnsonville, Wellington",4/07/2008,$950K,$885K - $1.02M,https://www.homes.co.nz/address/wellington/johnsonville/54-dominion-park-street/yYAxV
"66 Dominion Park Street, Johnsonville, Wellington",16/06/2016,$1.11M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/66-dominion-park-street/OgVEw
"72 Dominion Park Street, Johnsonville, Wellington",15/06/2016,$1.14M,$1.06M - $1.22M,https://www.homes.co.nz/address/wellington/johnsonville/72-dominion-park-street/bL19Y
"66 Ohariu Road, Johnsonville, Wellington",1/01/1970,$1.03M,$975K - $1.09M,https://www.homes.co.nz/address/wellington/johnsonville/66-ohariu-road/zOyEO
"4A Tarawera Road, Johnsonville, Wellington",26/08/2020,$885K,$825K - $945K,https://www.homes.co.nz/address/wellington/johnsonville/4a-tarawera-road/rXEn1
"1B Pollen Street, Johnsonville, Wellington",13/11/2008,$895K,$830K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/1b-pollen-street/nLKLg
"4 Peter Button Place, Johnsonville, Wellington",5/08/2011,$875K,$815K - $935K,https://www.homes.co.nz/address/wellington/johnsonville/4-peter-button-place/ROb1p
"5A Kerr Grove, Johnsonville, Wellington",4/12/2009,$715K,$675K - $755K,https://www.homes.co.nz/address/wellington/johnsonville/5a-kerr-grove/15gxq
"40 Cunliffe Street, Johnsonville, Wellington",1/01/1970,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/40-cunliffe-street/4E8XV
"66 Clifford Road, Johnsonville, Wellington",11/03/2016,$1.13M,$1.05M - $1.21M,https://www.homes.co.nz/address/wellington/johnsonville/66-clifford-road/ROAJ7
"17 Fraser Avenue, Johnsonville, Wellington",2/12/2003,$905K,$845K - $970K,https://www.homes.co.nz/address/wellington/johnsonville/17-fraser-avenue/7ElZV
"1/74 Dominion Park Street, Johnsonville, Wellington",25/07/2018,$550K,$520K - $580K,https://www.homes.co.nz/address/wellington/johnsonville/1-74-dominion-park-street/Pae1w
"2/74 Dominion Park Street, Johnsonville, Wellington",6/11/2014,$550K,$520K - $580K,https://www.homes.co.nz/address/wellington/johnsonville/2-74-dominion-park-street/W4Rr7
"10 Morpeth Street, Johnsonville, Wellington",1/12/2004,$1.12M,$1.04M - $1.2M,https://www.homes.co.nz/address/wellington/johnsonville/10-morpeth-street/Blb25
"16 Carmichael Street, Johnsonville, Wellington",23/04/2001,$500K,$460K - $545K,https://www.homes.co.nz/address/wellington/johnsonville/16-carmichael-street/5ExBK
"17 Bathgate Street, Johnsonville, Wellington",3/08/2015,$1.19M,$1.11M - $1.27M,https://www.homes.co.nz/address/wellington/johnsonville/17-bathgate-street/K0QXB
"3 Bathgate Street, Johnsonville, Wellington",19/11/2004,$1.36M,$1.26M - $1.45M,https://www.homes.co.nz/address/wellington/johnsonville/3-bathgate-street/X4zpn
"4 Carmichael Street, Johnsonville, Wellington",30/05/2012,$1.39M,$1.29M - $1.48M,https://www.homes.co.nz/address/wellington/johnsonville/4-carmichael-street/0rXNJ
"5 Bathgate Street, Johnsonville, Wellington",31/05/2002,$1.09M,$1.02M - $1.17M,https://www.homes.co.nz/address/wellington/johnsonville/5-bathgate-street/2E9wK
"7 Morpeth Street, Johnsonville, Wellington",22/02/2017,$1.11M,$1.03M - $1.18M,https://www.homes.co.nz/address/wellington/johnsonville/7-morpeth-street/GkGwZ
"81 Mclintock Street, Johnsonville, Wellington",20/08/2012,$1.45M,$1.35M - $1.55M,https://www.homes.co.nz/address/wellington/johnsonville/81-mclintock-street/GkbNO
"101 Ohariu Road, Johnsonville, Wellington",1/01/1970,$890K,$830K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/101-ohariu-road/OgEZN
"105 Ohariu Road, Johnsonville, Wellington",18/08/2020,$790K,$735K - $840K,https://www.homes.co.nz/address/wellington/johnsonville/105-ohariu-road/BlV8k
"106 Ironside Road, Johnsonville, Wellington",2/12/2020,$830K,$775K - $890K,https://www.homes.co.nz/address/wellington/johnsonville/106-ironside-road/pDJl2
"10 Lenox Grove, Johnsonville, Wellington",22/03/2000,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/10-lenox-grove/2EoEZ
"10 Branscombe Street, Johnsonville, Wellington",29/08/2018,$670K,$625K - $720K,https://www.homes.co.nz/address/wellington/johnsonville/10-branscombe-street/7EVDN
"11 Kimball Place, Johnsonville, Wellington",2/12/2020,$975K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/11-kimball-place/AlG5z
"11 Lenox Grove, Johnsonville, Wellington",29/11/2012,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/11-lenox-grove/Al8bQ
"12 Lomita Road, Johnsonville, Wellington",1/01/1970,$880K,$820K - $940K,https://www.homes.co.nz/address/wellington/johnsonville/12-lomita-road/bLwva
"17 Lomita Road, Johnsonville, Wellington",1/12/2007,$865K,$805K - $925K,https://www.homes.co.nz/address/wellington/johnsonville/17-lomita-road/K0vnQ
"18 Lomita Road, Johnsonville, Wellington",21/03/2014,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/18-lomita-road/ROAG1
"18 Branscombe Street, Johnsonville, Wellington",21/02/2019,$1.2M,$1.13M - $1.27M,https://www.homes.co.nz/address/wellington/johnsonville/18-branscombe-street/VaDab
"19 Kimball Place, Johnsonville, Wellington",19/02/2019,$1.07M,$1M - $1.15M,https://www.homes.co.nz/address/wellington/johnsonville/19-kimball-place/al5ba
"27 Lomita Road, Johnsonville, Wellington",30/01/2009,$860K,$800K - $915K,https://www.homes.co.nz/address/wellington/johnsonville/27-lomita-road/AlWVL
"31 Branscombe Street, Johnsonville, Wellington",29/01/2005,$925K,$860K - $990K,https://www.homes.co.nz/address/wellington/johnsonville/31-branscombe-street/E02rO
"31 Lomita Road, Johnsonville, Wellington",1/01/1970,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/31-lomita-road/ROQ1E
"32 Lomita Road, Johnsonville, Wellington",18/12/2004,$890K,$825K - $950K,https://www.homes.co.nz/address/wellington/johnsonville/32-lomita-road/4EgY8
"35 Lomita Road, Johnsonville, Wellington",1/01/1970,$940K,$875K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/35-lomita-road/NXZE4
"3 Lenox Grove, Johnsonville, Wellington",7/01/2006,$965K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/3-lenox-grove/ggkyD
"3 Branscombe Street, Johnsonville, Wellington",8/12/2009,$970K,$905K - $1.04M,https://www.homes.co.nz/address/wellington/johnsonville/3-branscombe-street/QROZY
"43 Lomita Road, Johnsonville, Wellington",1/01/1970,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/43-lomita-road/LDBKW
"51 Lomita Road, Johnsonville, Wellington",1/11/2011,$960K,$895K - $1.03M,https://www.homes.co.nz/address/wellington/johnsonville/51-lomita-road/2EYnj
"53A Ohariu Road, Johnsonville, Wellington",10/06/1997,$660K,$625K - $695K,https://www.homes.co.nz/address/wellington/johnsonville/53a-ohariu-road/rX00M
"58 Ironside Road, Johnsonville, Wellington",13/07/2018,$885K,$820K - $945K,https://www.homes.co.nz/address/wellington/johnsonville/58-ironside-road/Gkgag
"5 Adair Way, Johnsonville, Wellington",22/11/2018,$930K,$865K - $995K,https://www.homes.co.nz/address/wellington/johnsonville/5-adair-way/7EvMM
"5 Branscombe Street, Johnsonville, Wellington",16/12/2004,$895K,$835K - $955K,https://www.homes.co.nz/address/wellington/johnsonville/5-branscombe-street/JLV9e
"61 Ohariu Road, Johnsonville, Wellington",1/01/1970,$945K,$880K - $1.01M,https://www.homes.co.nz/address/wellington/johnsonville/61-ohariu-road/ybZ5W
"62 Ironside Road, Johnsonville, Wellington",1/01/1970,$880K,$820K - $940K,https://www.homes.co.nz/address/wellington/johnsonville/62-ironside-road/9Y1Yo
"67 Ohariu Road, Johnsonville, Wellington",30/08/2012,$1.15M,$1.07M - $1.23M,https://www.homes.co.nz/address/wellington/johnsonville/67-ohariu-road/nLRVy
"6 Adair Way, Johnsonville, Wellington",1/01/1970,$1.01M,$940K - $1.08M,https://www.homes.co.nz/address/wellington/johnsonville/6-adair-way/9YGyK
"6 Lenox Grove, Johnsonville, Wellington",1/10/2015,$1.05M,$980K - $1.13M,https://www.homes.co.nz/address/wellington/johnsonville/6-lenox-grove/ek1P2
"6 Branscombe Street, Johnsonville, Wellington",1/01/1970,$935K,$870K - $1M,https://www.homes.co.nz/address/wellington/johnsonville/6-branscombe-street/15eA0
"8 Branscombe Street, Johnsonville, Wellington",6/10/2014,$985K,$915K - $1.05M,https://www.homes.co.nz/address/wellington/johnsonville/8-branscombe-street/VaR7W
"2/7 Trafalgar Street, Johnsonville, Wellington",23/06/2004,$790K,$750K - $835K,https://www.homes.co.nz/address/wellington/johnsonville/2-7-trafalgar-street/alGwB
"2 Morpeth Street, Johnsonville, Wellington",2/07/1999,$1.08M,$1.01M - $1.16M,https://www.homes.co.nz/address/wellington/johnsonville/2-morpeth-street/ggL9B
"12A Frankmoore Avenue, Johnsonville, Wellington",29/06/2018,$865K,$820K - $915K,https://www.homes.co.nz/address/wellington/johnsonville/12a-frankmoore-avenue/9YrNW
"12 Frankmoore Avenue, Johnsonville, Wellington",30/03/2016,$865K,$820K - $915K,https://www.homes.co.nz/address/wellington/johnsonville/12-frankmoore-avenue/ggKv2
"12C Frankmoore Avenue, Johnsonville, Wellington",8/03/2004,$865K,$820K - $915K,https://www.homes.co.nz/address/wellington/johnsonville/12c-frankmoore-avenue/bL05e
"12D Frankmoore Avenue, Johnsonville, Wellington",30/03/2016,$915K,$850K - $975K,https://www.homes.co.nz/address/wellington/johnsonville/12d-frankmoore-avenue/7EzkO
"4 Rotoiti Street, Johnsonville, Wellington",20/08/2005,$1.04M,$965K - $1.11M,https://www.homes.co.nz/address/wellington/johnsonville/4-rotoiti-street/15yey
"25 Comber Place, Johnsonville, Wellington",15/05/2007,$475K,$435K - $515K,https://www.homes.co.nz/address/wellington/johnsonville/25-comber-place/AlpBQ
"33 Comber Place, Johnsonville, Wellington",26/03/2010,$1.26M,$1.17M - $1.34M,https://www.homes.co.nz/address/wellington/johnsonville/33-comber-place/vyvXe
"92 Mclintock Street, Johnsonville, Wellington",30/10/2014,$1.24M,$1.16M - $1.33M,https://www.homes.co.nz/address/wellington/johnsonville/92-mclintock-street/JLOoq
