WKT,address_id,change_id,address_type,unit_value,address_number,address_number_suffix,address_number_high,water_route_name,water_name,suburb_locality,town_city,full_address_number,full_road_name,full_address,road_section_id,gd2000_xcoord,gd2000_ycoord,water_route_name_ascii,water_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (174.8076848333 -41.2224838167),1701679,1805556,Road,4,17,,,,,Johnsonville,Wellington,4/17,Johnsonville Road,"4/17 Johnsonville Road, Johnsonville, Wellington",76173,174.80768483,-41.22248382,,,Johnsonville,Wellington,Johnsonville Road,"4/17 Johnsonville Road, Johnsonville, Wellington",174.8076848333,-41.2224838167
POINT (174.7950105667 -41.2196037667),375072,333301,Road,,12,,,,,Johnsonville,Wellington,12,Duggan Place,"12 Duggan Place, Johnsonville, Wellington",74489,174.79501057,-41.21960377,,,Johnsonville,Wellington,Duggan Place,"12 Duggan Place, Johnsonville, Wellington",174.7950105667,-41.2196037667
POINT (174.7958735 -41.2185276833),375087,333316,Road,,12,,,,,Johnsonville,Wellington,12,Swinford Crescent,"12 Swinford Crescent, Johnsonville, Wellington",95812,174.79587350,-41.21852768,,,Johnsonville,Wellington,Swinford Crescent,"12 Swinford Crescent, Johnsonville, Wellington",174.7958735,-41.2185276833
POINT (174.7960355333 -41.21838655),375141,333369,Road,,14,,,,,Johnsonville,Wellington,14,Swinford Crescent,"14 Swinford Crescent, Johnsonville, Wellington",95812,174.79603553,-41.21838655,,,Johnsonville,Wellington,Swinford Crescent,"14 Swinford Crescent, Johnsonville, Wellington",174.7960355333,-41.21838655
POINT (174.7981409 -41.2226806),375174,333400,Road,,16,,,,,Johnsonville,Wellington,16,Cortina Avenue,"16 Cortina Avenue, Johnsonville, Wellington",90012,174.79814090,-41.22268060,,,Johnsonville,Wellington,Cortina Avenue,"16 Cortina Avenue, Johnsonville, Wellington",174.7981409,-41.2226806
POINT (174.7959544 -41.2199269167),375590,333774,Road,,53,,,,,Johnsonville,Wellington,53,Cortina Avenue,"53 Cortina Avenue, Johnsonville, Wellington",85543,174.79595440,-41.21992692,,,Johnsonville,Wellington,Cortina Avenue,"53 Cortina Avenue, Johnsonville, Wellington",174.7959544,-41.2199269167
POINT (174.7984538 -41.2278662167),376028,334164,Road,,1,,,,,Johnsonville,Wellington,1,Atua Street,"1 Atua Street, Johnsonville, Wellington",85212,174.79845380,-41.22786622,,,Johnsonville,Wellington,Atua Street,"1 Atua Street, Johnsonville, Wellington",174.7984538,-41.2278662167
POINT (174.8040501667 -41.2299172833),376115,334230,Road,,2,,,,,Johnsonville,Wellington,2,Radnall Way,"2 Radnall Way, Johnsonville, Wellington",80028,174.80405017,-41.22991728,,,Johnsonville,Wellington,Radnall Way,"2 Radnall Way, Johnsonville, Wellington",174.8040501667,-41.2299172833
POINT (174.7997540667 -41.2284863333),376191,334288,Road,,3,,,,,Johnsonville,Wellington,3,Fisher Street,"3 Fisher Street, Johnsonville, Wellington",92325,174.79975407,-41.22848633,,,Johnsonville,Wellington,Fisher Street,"3 Fisher Street, Johnsonville, Wellington",174.7997540667,-41.2284863333
POINT (174.7975548333 -41.2287503167),376292,334366,Road,,54,,,,,Johnsonville,Wellington,54,Bannister Avenue,"54 Bannister Avenue, Johnsonville, Wellington",93596,174.79755483,-41.22875032,,,Johnsonville,Wellington,Bannister Avenue,"54 Bannister Avenue, Johnsonville, Wellington",174.7975548333,-41.2287503167
POINT (174.8035803833 -41.2320545833),376451,334517,Road,,87,,,,,Johnsonville,Wellington,87,Fraser Avenue,"87 Fraser Avenue, Johnsonville, Wellington",295865,174.80358038,-41.23205458,,,Johnsonville,Wellington,Fraser Avenue,"87 Fraser Avenue, Johnsonville, Wellington",174.8035803833,-41.2320545833
POINT (174.8071662667 -41.2182338167),381673,339286,Road,,2,,,,,Johnsonville,Wellington,2,Ohariu Road,"2 Ohariu Road, Johnsonville, Wellington",80074,174.80716627,-41.21823382,,,Johnsonville,Wellington,Ohariu Road,"2 Ohariu Road, Johnsonville, Wellington",174.8071662667,-41.2182338167
POINT (174.8082010667 -41.21685185),381687,339299,Road,,2,,,,,Johnsonville,Wellington,2,Clifford Road,"2 Clifford Road, Johnsonville, Wellington",98388,174.80820107,-41.21685185,,,Johnsonville,Wellington,Clifford Road,"2 Clifford Road, Johnsonville, Wellington",174.8082010667,-41.21685185
